alim_code,alim_nom_fr,groupe,sous_groupe
13177,"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20000,"Artichaut, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20001,"Asperge, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20002,"Aubergine, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20003,"Betterave rouge, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20005,"Bette ou blette, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20006,"Brocoli, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20007,"Carotte, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumes
20008,"Carotte, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20011,"Champignon, tout type, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20013,"Chou de Bruxelles, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20015,"Chou vert, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20017,"Chou-fleur, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20018,"Coeur de palmier, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20021,"Courgette, pulpe et peau, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20024,"Céleri branche, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20025,"Céleri-rave, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20027,"Épinard, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20029,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20030,"Haricot vert, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20033,"Navet, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20035,"Oignon, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20036,"Petits pois, appertisés, égouttés","fruits, légumes, légumineuses et oléagineux",légumes
20037,"Petits pois, cuits","fruits, légumes, légumineuses et oléagineux",légumes
20040,"Poireau, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20043,"Potiron, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20046,"Salsifis, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20048,"Tomate, pelée, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumes
20049,"Maïs doux, en épis, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20051,"Macédoine de légumes, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumes
20060,"Épinard, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20062,"Haricot vert, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20063,"Haricot beurre, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20066,"Maïs doux, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20067,"Artichaut, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20068,"Tomate, concentré, appertisé","fruits, légumes, légumineuses et oléagineux",légumes
20071,"Haricot vert, surgelé, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20074,"Artichaut, cuit à la vapeur sous pression","fruits, légumes, légumineuses et oléagineux",légumes
20076,"Asperge, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumes
20077,"Chou de Bruxelles, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20078,"Céleri branche, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20079,"Champignon de Paris ou champignon de couche, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20081,"Salsifis, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20086,"Poivron vert, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20088,"Poivron rouge, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20093,"Petits pois et carottes, appertisés, égouttés","fruits, légumes, légumineuses et oléagineux",légumes
20094,"Chou-rave, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20095,"Chou rouge, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20096,"Potiron, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20102,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20118,"Fenouil, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20121,"Épinard, surgelé, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20122,"Chou-fleur, surgelé, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20124,"Petits pois, surgelés, cuits","fruits, légumes, légumineuses et oléagineux",légumes
20125,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse","fruits, légumes, légumineuses et oléagineux",légumes
20133,"Panais, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20135,Fondue de poireau,"fruits, légumes, légumineuses et oléagineux",légumes
20141,"Courge doubeurre (butternut), pulpe, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20143,"Courge spaghetti, pulpe, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20155,"Artichaut, coeur, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20156,"Artichaut, fond, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20158,"Tétragone cornue, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20165,"Rutabaga, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20169,"Tomate, pulpe, appertisée","fruits, légumes, légumineuses et oléagineux",légumes
20170,"Tomate, purée, appertisée","fruits, légumes, légumineuses et oléagineux",légumes
20188,"Bambou, pousses, appertisées, égouttées","fruits, légumes, légumineuses et oléagineux",légumes
20205,"Brocoli, surgelé, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20207,"Chou de Bruxelles, surgelé, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20209,"Carotte, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20212,"Champignon, lentin comestible ou shiitaké, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20215,"Petits pois et carottes, surgelés, cuits","fruits, légumes, légumineuses et oléagineux",légumes
20216,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20219,"Chou frisé, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20221,"Chou chinois (pak-choi ou pé-tsai), cuit","fruits, légumes, légumineuses et oléagineux",légumes
20241,"Cardon, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20242,"Tomate, pulpe et peau, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20243,"Pois mange-tout ou pois gourmands, cuits","fruits, légumes, légumineuses et oléagineux",légumes
20255,"Échalote, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20257,"Haricots verts, purée","fruits, légumes, légumineuses et oléagineux",légumes
20258,"Légumes (3-4 sortes en mélange), purée","fruits, légumes, légumineuses et oléagineux",légumes
20259,"Brocoli, purée","fruits, légumes, légumineuses et oléagineux",légumes
20260,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","fruits, légumes, légumineuses et oléagineux",légumes
20261,"Carotte, purée","fruits, légumes, légumineuses et oléagineux",légumes
20264,"Courgette, purée","fruits, légumes, légumineuses et oléagineux",légumes
20268,"Tomate, double concentré, appertisé","fruits, légumes, légumineuses et oléagineux",légumes
20271,"Macédoine de légumes, surgelée, pré-cuite (à recuire)","fruits, légumes, légumineuses et oléagineux",légumes
20275,"Poivron rouge, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes
20277,"Asperge blanche, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20278,"Céleri-rave, purée","fruits, légumes, légumineuses et oléagineux",légumes
20284,"Petits pois, purée","fruits, légumes, légumineuses et oléagineux",légumes
20285,"Épinard, purée","fruits, légumes, légumineuses et oléagineux",légumes
20289,"Tomate, pulpe et peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",légumes
20290,"Chou romanesco ou brocoli à pomme, cuit","fruits, légumes, légumineuses et oléagineux",légumes
20291,"Potimarron, pulpe, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes
20292,"Courge musquée, pulpe, cuite","fruits, légumes, légumineuses et oléagineux",légumes
20298,"Carotte, purée cuisinée à la crème, préemballée","fruits, légumes, légumineuses et oléagineux",légumes
20299,"Asperge verte, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20300,"Aubergine, pulpe et peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",légumes
20301,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20302,"Brocoli, bouilli/cuit à l'eau, croquant","fruits, légumes, légumineuses et oléagineux",légumes
20303,"Brocoli, bouilli/cuit à l'eau, fondant","fruits, légumes, légumineuses et oléagineux",légumes
20304,"Brocoli, cuit à la vapeur","fruits, légumes, légumineuses et oléagineux",légumes
20305,"Carotte, bouillie/cuite à l'eau, croquante","fruits, légumes, légumineuses et oléagineux",légumes
20306,"Carotte, bouillie/cuite à l'eau, fondante","fruits, légumes, légumineuses et oléagineux",légumes
20307,"Carotte, cuite à la vapeur","fruits, légumes, légumineuses et oléagineux",légumes
9437,Farine de blé tendre ou froment avec levure incorporée,"",""
20308,"Chou blanc, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20309,"Chou de Bruxelles, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20310,"Chou rouge, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes
20311,"Chou vert, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes
20312,"Chou-fleur, cuit à la vapeur","fruits, légumes, légumineuses et oléagineux",légumes
20313,"Courgette, pulpe et peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",légumes
20314,"Céleri branche, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes
