id,source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
5496,18012,,0.09,3.48,0.09,0.044,3.48,,0,0,,11.7,,2.3,0.001,0.33,4.74,,0.005,,1,0,0,0,0,,0,0,0,0,0,0,0,0
5497,18013,,0.05,0.40,,0.1,0.4,0,,,,,,,,,50,,,,,,,,,,,,,,,,,
5498,18014,,0.00,6.45,0.00,0.1,6.45,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
5499,18015,,0.00,5.30,0.00,0,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,18016,,0.00,3.00,0.00,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,18018,178.00,0.09,10.20,0.06,0,10.2,0,0,0,,1.92,0.11,2.44,10,2,6.71,0.016,0.0044,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,18019,198.00,0.07,11.30,0.03,,9.92,,0,0,,4.63,0.025,2.67,1,26.5,13.5,0.014,0.0065,,0.4,0,10,0,0,,0,0,0,0,0,0,0,0
5503,18021,,0.06,0.96,0.13,0.05,0.96,0,,,,,,,,,19.9,,,,,,,,,,,,,,,,,
5504,18023,,0.10,4.40,0.10,0.1,4.38,0,,,,,,,,,6.86,,,,,,,,,,,,,,,,,
5505,18024,,0.00,6.17,0.00,0,6.17,0,,,,,,,,,13.3,,,,,,,,,,,,,,,,,
5506,18025,40.00,0.50,1.45,0.30,0.5,1.45,0.01,0.01,0.01,,5.7,0.05,1.5,0.5,7.7,2.1,0.05,0.01,,20,,5,0.25,0.08,0.8,0.5,0.015,0.01,0.1,0.0077,0.01,5,0.01
5507,18026,158.00,0.14,8.67,0.08,0,8.67,0,0,0,,11.5,0.12,1,3,3.5,36.4,0.032,0.012,,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,18028,,0.06,0.14,0.00,0,0,0,,,,,,5,,3,7.17,,,,,,,,,,,,,,,,,
5509,18029,,0.11,7.42,0.04,0.025,7.26,0.0074,0.0032,0.00026,,6.22,0.066,2.5,6.02,11.3,11.3,0.02,0.01,,1.16,0.21,1.32,0.0099,0.0092,,1.78,0.0034,0.0081,0.047,0.018,0.0085,1.3,0.0054
5510,18030,,0.09,0.28,0.09,0.067,,,,,,,,,,,4.67,,,,,,,,,,,,,,,,,
5511,18033,,,7.00,,0,7,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5512,18034,,0.07,3.83,0.00,0,3.64,0,,,,,,,,,23.4,,,,,,,,,,12,,,,,,,
5513,18035,,0.07,0.10,0.00,0,0.082,0,0,0,,0,0,0,0,0,8.56,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
5514,18037,,0.01,6.65,0.00,0.0033,6.65,,0,0,,0,0,0,17,10,4.2,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
5515,18039,,0.08,10.60,,0.069,10.6,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,
5516,18048,198.00,0.07,11.20,0.03,0.00043,9.91,0,0,0,,4.63,0.025,2.61,1,26.5,13.2,0.014,0.0065,,0.4,0,10,0,0,,0,0,0,0,0,0,0,0
5517,18049,,0.08,9.97,0.05,0.005,9.74,,,,,,,2,,,9.73,,,,,,,,,,,,,,,,,
5518,18051,,0.07,1.39,0.01,,1.26,0,0,0,,6.37,,1.99,,63.7,6.28,,,,,,,,,,3.89,0.01,,0.03,,0.04,,0
5519,18057,,0.50,2.42,0.00,0,0.83,,,,,,,,,61.3,29.7,,,,,,,,,,,,,,,,,
5520,18058,,0.06,7.70,0.00,0,7.7,0,0,0,,7.55,0.025,2.71,0.5,5.06,4.94,0.01,0.004,,0,0,2,0,0,,1.3,0.001,0.0011,0.0071,0.0033,0.0025,1.51,0
5521,18060,5.47,0.08,0.11,0.05,0.003,0.11,0,0,0,,2.26,0.065,2.38,10,6,9.88,0.016,0.0068,,0.8,0,0,0,0,0,0,0.005,0.023,0,0,0,0,0
5522,18062,116.00,0.03,6.11,0.01,0,5.9,0,0,0,,1.8,0.0089,1.31,0,11.6,24.5,0.013,0.0024,,0.36,0,0,0,0,,0,0,0,0,0,0,0,0
5523,18063,131.00,0.09,7.45,0.06,0.00084,7.41,0,0,0,,2,0.097,2.4,10.1,3.14,7.55,0.0081,0.005,,0.79,0,0,0,0,0,0,0.0014,0.0062,0,0,0,0,0
5524,18064,,0.00,,0.00,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
5525,18065,,0.01,0.34,0.00,0,0.32,0,0,0,,0,0,2.3,0,0,40.3,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
5526,18067,186.00,,11.00,,0,11,0,0,0,,2,0.02,0,11,3,10,0.01,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,18068,3.70,0.00,0.20,0.00,0,0.2,0,0,0,,3,0.02,0,10,7,7,0.01,0.002,,,0,0,0,0,0,0,0.005,0.023,0,0,0,0,0
5528,18075,116.00,0.03,6.76,0.02,0,6.52,0,0,0,,2,0.0099,1.2,0,12.9,22.8,0.015,0.0027,,0.4,0,0,0,0,,0,0,0,0,0,0,0,0
5529,18078,,0.00,6.80,0.00,0,6.8,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
5530,18304,,0.01,5.16,0.01,0,5.06,0,0,0,,0,0,0,0,1.6,7.45,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
5531,18309,,0.10,11.20,0.07,0,10.6,0,0,0,,13,0.1,4.6,5,48,0.7,0.06,0.02,,1,0,,0,0,,4.33,0.043,0.01,0.9,,0.055,10,0
5532,18339,,0.13,10.10,0.06,0.041,9.76,,0,0,,2.5,0.1,2.4,10,20.1,28,0.1,0.1,,1,0,2,0,0,,12.8,0.01,0.01,0.04,0.04,0.04,6.2,0
5533,18340,,0.06,0.45,0.13,,0.43,0,0,0,,0,0,0,0,8.3,10,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
5534,18341,,0.00,7.50,0.00,0,6.5,0,0,0,,2.92,0.1,1.94,3,60.3,0.1,0.01,0.01,,0.7,0,2,0,0,,0,0.01,0.006,0.01,0.02,0.01,4,0
5535,18344,,0.07,8.28,0.07,0.05,7.38,0,0,0,,7.48,0.03,2.45,0,1,6.83,0.017,0.0029,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,18345,,0.00,4.17,0.00,0,4,0,,,,,,,,,5,,,,,,,,,,,,,,,,,
5537,18352,,0.20,11.90,0.00,0.1,11.7,0,0,0,,0,0,0,0,0,46.2,0,0,,0,0,0,0,1.8,,40,0.21,0.52,6.08,1.76,1.05,0,0.63
5538,18353,,0.07,0.95,0.10,0,0.45,0,,,,,,,,,68.3,,,,,,,,,,,,0.65,8.2,2,1.64,,
5539,18343,201.00,0.56,9.63,0.30,3,9.63,0.2,0.09,0.01,,57.4,0.2,8.1,19,68.4,12,0.1,0.1,,1,2,,0.5,0.23,,9,0.01,0.035,0.11,0.085,0.04,9.2,0.08
5540,19120,,2.93,12.10,1.08,0.045,11.5,0.68,,,,122,,,,,38.9,,,,,,,0.77,,,,,0.2,,,,,0.34
5541,19122,270.00,2.75,10.80,0.99,1,9.45,0.7,0.26,0.023,,85,0.3,17,99,185,38.1,0.44,0.11,,15.4,39,11,0.64,0.042,0.2,0,0.041,0.17,0.15,0.44,0.027,2.6,0.21
5542,19127,223.00,2.17,10.00,0.45,0,10,0.3,0.11,0.013,,76.6,1,9.3,72,125,56,0.4,0.06,,66,2,50,0.5,0.1,,0.96,0.04,0.16,0.16,0.71,0.05,5,0.25
5543,18041,775.00,1.77,3.40,18.40,0.57,2.1,16.5,0.88,0.2,,18,3.3,46,96,220,30,0.56,0.22,,1,0,0,0,0.7,,1,0.022,0,0.64,0.15,0.028,14,0
5544,18107,150.00,1.06,0.68,3.20,0.5,,0.31,2.05,0.62,,12,0.1,8.3,16,31,20.5,0.11,0.05,,20,0,5,0.25,0.96,0.8,0.5,0.015,0.016,0.16,0.028,0.01,5,
5545,18110,185.00,0.69,3.96,2.80,0.5,3.44,0.58,1.57,0.49,,54,0.35,12,20,32,38.1,0.12,0.04,,20,,5,0.25,0.67,0.8,0.5,0.015,0.012,0.11,0.02,0.01,5,
5546,18305,,0.10,1.40,0.10,0.1,1.3,0,,,,,,,,,13.3,,,,,,,,,,,,,,,,,
5547,18900,155.00,3.31,0.70,2.07,0.6,0.4,0.26,0.39,0.99,,12,0.41,16,50,110,24.3,0.29,0.11,,20,21,2,0.5,0.11,3.81,1,0.025,0.01,0.18,0.058,0.034,26.1,0
5548,18901,185.00,3.42,2.18,2.05,1,2.18,0.26,0.39,1,,98,0.45,13,81,86,38.8,0.24,0.09,,20,21,,1.16,,3.55,,0.025,0.01,0.1,0.033,0.022,22.3,
5549,18902,254.00,2.96,7.24,1.92,0.6,6.72,0.3,0.38,0.85,,12,0.51,18,49,140,48.7,0.3,0.11,,20,21,2,0.5,0.11,3.53,0,0.025,0.01,0.1,0.068,0.021,5.4,0.014
5550,18903,179.00,3.01,2.89,1.80,1.1,2.7,0.28,0.36,1.02,,53,0.4,21,48,137,47.9,0.2,0.1,,20,,8.91,0.25,0.16,2.52,0.5,0.015,0.055,0.12,0.11,0.064,7.31,
5551,18904,227.00,0.46,10.80,1.00,0.5,5.6,0.11,0.27,0.56,,5,0.01,3.3,10,16,29.5,0.05,0.01,,20,,5,0.25,0.48,0.8,0.5,0.015,0.01,0.18,0.15,0.01,5,
5552,18905,179.00,0.46,7.80,1.10,0.5,5,0.2,0.37,0.5,,1,0.02,2.3,11,32,26.4,0.05,0.01,,20,,5,0.25,0.37,0.8,0.5,0.029,0.01,0.1,0.079,0.01,6.39,
5553,18906,291.00,0.42,13.50,1.40,0.61,9.01,0.18,0.46,0.67,,77,0.22,9.3,11,42,30.6,0.12,0.02,,20,,5,0.25,0.51,0.8,0.5,0.016,0.01,0.25,0.16,0.01,5,
5554,18907,131.00,0.42,2.75,2.10,0.5,2.46,1.87,0.12,0.04,,2.7,0.05,2.1,3.9,14,35.6,0.05,0.02,,20,,5,0.25,0.08,0.8,0.5,0.015,0.01,0.1,0.007,0.01,5,
5555,29209,238.00,2.30,9.50,1.00,,5.8,,0.13,0.33,,,,,,,87,,,,,,,,,,,,,,,,,
5556,18004,29.00,0.50,1.35,0.02,0.5,,0.002,0.015,0.001,,4.3,0.05,9.2,7.4,150,2.7,0.05,0.01,,20,0,5,0.25,0.08,0.8,0.5,0.015,0.01,1.26,0.013,0.73,5,0
5557,18020,0.26,0.00,0.00,0.01,0,0,0.002,0.001,0.004,,0.2,0.015,2,1,25.5,1.65,0.025,0.018,,0.22,0,0,0,0,0,0,0,0.015,0.1,0.011,0,4.95,0
5558,18022,3.70,0.00,0.20,0.01,0,0,0.002,0.001,0.005,,2,0.08,1,0,9,1,0.04,0.015,,1,0,0,0,0,0,0,0.01,0.004,0,0.011,0,1,0
5559,18070,18.60,0.10,0.60,0.18,0,0,0.047,0.015,0.047,,2,0.09,42.5,4,84.5,8,0.035,0.029,,1,0,0,0,0,0.1,0,0.001,0.18,2.71,0.015,0,1,0
5560,18071,32.00,0.50,1.16,0.20,0.5,,0.092,0.015,0.092,,3.5,0.05,7.9,6.9,150,2.82,0.05,0.01,,20,0,5,0.25,0.08,0.8,0.5,0.015,0.01,1.73,0.028,0.74,5,0
5561,18072,8.91,0.12,0.40,0.00,0,0,0.001,0,0.001,,4,0.04,4,3,36,4,0.01,0.01,,1,0,0,0,0,0,0,0,0.014,0.28,0.001,0,0,0
5562,18073,6.95,0.10,0.30,0.00,0,0,0.002,0,0.002,,4,0.04,4,3,30,4,0.008,0.006,,1,0,0,0,0,0,0,0,0.001,0.24,0.001,0,0,0
5563,18104,292.00,3.78,9.50,1.42,1.7,,0.85,0.48,0.05,,97.1,0.87,27.5,,239,46.2,0.5,0.11,,24.3,15.3,,0.083,0.046,,0,0.037,0.16,0.15,0.34,0.03,3.2,0.085
5564,18106,303.00,4.08,9.91,1.71,0.5,,0.99,0.38,,,,,,,,,,,,,,,,,,,,,,,,,0.07
5565,18151,90.50,1.39,2.31,0.76,0,2.31,0.47,0.23,0.023,,62.2,0.13,8.52,42.6,109,23.4,0.22,0.007,,5.6,9.5,,0.025,0.02,,,0.032,0.12,0.15,0.31,0.015,2.81,0.03
5566,18153,226.00,3.74,5.90,1.62,0.46,5,1,0.47,0.05,,117,0.37,13.2,,162,52.2,0.5,0,,10.4,17.9,,0.01,0.16,,,0.054,0.18,0.93,0.35,0.025,2.6,0.26
5567,18154,5.36,0.00,0.30,0.01,0,0,0.002,0.001,0.004,,0,0.02,3,1,37,3,0.02,0.01,,,0,0,0,0,0,0,0,0.014,0,0.011,0,5,0
5568,18155,21.70,0.00,1.09,0.00,0,,,,,,3.78,0.06,3.49,3.68,53.8,4.25,0.05,0.03,,20,,5,,,0.8,0.5,0.015,0.01,0.21,0.13,0.01,6.99,
5569,18156,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,18161,388.00,,7.10,7.10,0.59,,,,,,,,,,,50.9,,,,,,,,,,,,,,,,,
5571,18162,121.00,0.56,6.06,0.30,0.6,0.43,,,,,11,0.2,35,15,160,8.93,0.05,0.02,,20,,5,0.25,0.08,0.8,0.5,0.015,0.01,1.53,0.055,0.86,5.5,
5572,18003,1660.00,14.40,40.20,15.40,19.8,,,,,,120,4.1,240,160,2020,74,0.79,1.55,,0.5,0,,0,2.7,0,0,0.07,0.2,15,0.23,0.001,22,0
5573,18005,1250.00,19.40,42.60,1.10,19.1,0,0.2,0.041,0.2,,151,4.41,359,327,3770,39,0.46,0.12,,0.5,0,0,0,0,1.9,0,0.008,0.092,25.1,0.25,0.03,22,0
5574,18017,1080.00,0.50,62.60,0.50,0.5,58.8,0,,,,2.7,0.06,1.2,2.5,17,6.76,0.05,0.01,,20,,5,,,0.8,0.5,0.015,0.01,0.1,0.0074,0.01,5,
5575,18059,92.00,0.50,2.76,0.50,0.7,0.66,,,,,6.6,0.04,2,2.2,57,11,0.05,0.01,,20,,5,,0.08,0.8,0.5,0.027,0.01,0.49,0.17,0.01,5,
5576,18100,1610.00,22.40,11.60,20.60,29.5,0.9,12.4,6.65,0.62,,140,48.5,500,690,3900,45,6.4,3.9,,20,0,5,2.73,0.61,3.9,0.5,0.076,0.12,1.15,0.82,0.01,107,0
5577,18101,1600.00,6.65,75.60,3.29,10.5,67.9,2.16,0.81,0.17,,116,13,166,244,605,85,0.7,0.069,,1.2,0,,0,0.1,,0,0.06,0.04,0.5,0.041,0.02,23,0
5578,18102,,9.90,79.40,5.03,,78.5,2.38,1.17,0.67,,255,4.7,248,350,1100,219,1,0.6,,6,580,8,0.5,11.8,2.5,48,0.98,1.57,16.8,6.02,1.84,219,2
5579,18150,1400.00,9.30,66.90,0.35,12,,0.12,0.015,0.07,,103,4.76,213,271,3400,289,0.37,0.05,,0.5,0,0,0,,,0,0,0.29,21.7,0.097,0.029,0,0
5580,18152,1350.00,3.30,57.20,2.50,29.2,21.7,0.75,0.2,1.5,,109,5.5,65,223,,156,0.1,0.1,,0.5,0,0,0,0,,0,0.04,0.12,10.1,0.05,0.28,19.1,0
5581,18160,1750.00,12.20,70.10,8.80,3.3,52,7.47,0.69,0.19,,,,,,,316,,,,,,,,,,,,,,,,,
5582,18163,1690.00,11.20,67.10,9.13,3.51,62.2,7.83,0.81,0.084,,,,,,,516,,,,,,,,,,,,,,,,,
5583,18167,1590.00,4.68,79.30,3.04,6.48,76.7,1.44,,,,523,2.1,113,120,,169,,,,,,,,9,,49.2,0.52,0.7,8.61,1.61,0.93,122,0.25
5584,18168,1640.00,4.29,85.00,2.04,5.3,82.7,1.3,0.59,0.059,,36,2.1,71,120,,124,1.7,,,,,,,,,25,0.48,0.66,5.23,2.2,0.76,66.7,0.33
5585,18220,84.90,0.50,1.31,0.00,0,0.91,0,,,,6.1,0.05,3.2,4.7,44,1.4,0.05,0.01,,20,,5,,0,,5.56,0.27,0.01,0.1,0.025,0.01,6.44,
5586,1006,,0.20,10.50,0.00,0,7.78,0,0,0,,7.46,0.35,9.07,9,83.1,10.9,0.11,0.053,,1,0,0,0,0,0,0,0.018,0.014,0.14,0.032,0.0078,0.1,0
5587,5100,,0.00,6.95,0.00,0,6.95,0,0,0,,6,0.4,4,4,30,3,0.1,,,0.7,0,,0,0,,,,,0.1,0.2,0.1,,
5588,5201,,0.00,1.70,0.00,0,1.4,0,0,0,,9.16,0.5,5.28,7,57,1.41,0.024,0.0019,,1,0,0,0,0,0,0,0.005,0.01,0.07,0.03,0.017,0.1,0
5589,5207,,0.30,2.81,0.00,0,1.4,0,0,0,,7.15,0.11,7.97,7,22.8,1.93,0.042,0.0062,,0.7,0,0,0,0,,0,,0.01,0.1,0.045,0.02,,0
5590,5209,,0.20,5.10,0.00,0,5.1,0,0,0,,14,0.6,,13,110,13,0,,,,0,0,0,0,,0,0,0.01,0.1,,0.01,0,
5591,5210,,0.09,3.29,0.00,0,1.37,0,0,0,,7.52,0.58,7.25,14.3,100,2.7,0.088,0.017,,2.07,0,0.69,0,0,0.27,0.034,0.0071,0.031,0.14,0.065,0.03,0.79,0
5592,5214,341.00,0.07,2.63,0.00,0,0.62,0,0,0,,5.96,0.56,7.13,18.7,118,1.01,0.13,0.0094,,0.74,0,1,0,0,0.4,0,0.005,0.027,0.18,0.087,0.043,0.73,0
5593,5215,,0.50,4.04,0.00,0,0.17,0,0,0,,7.1,0.34,7.3,13.9,84.3,2.5,0.05,0.01,,20,0,0,0,0,0.8,0.5,0.01,0.01,0.1,0.038,0.01,5,0
5594,5216,,0.00,1.60,0.00,0,,,,,,12,0.95,7,6,75,4,0.027,0.035,,1,0,,0,0,0,0,0.01,0.07,0.1,0.04,0.023,0.2,0
5595,5000,,0.43,4.10,,0,4.1,,,,,6.91,0.02,9.55,14,45,11.6,0.17,0.07,,4.1,0,0,0,0,,0,0.005,0.03,0.59,0.11,0.03,8.5,
5596,5001,,0.39,2.70,0.00,0,0.98,0,0,0,,6.05,0.01,7.2,11.5,36.6,1.88,0,0.003,,4.1,0,0,0,0,0,0,0.005,0.028,0.74,0.053,0.05,5.64,0.02
5597,5002,,0.63,4.60,0.00,0,,0,0,0,,4.3,0.02,9,18.4,64.2,6.8,0.013,0.009,,1.5,0,,0,0,0,0,0.007,0.03,0.47,0.085,0.045,2.6,0.02
5598,5003,,0.07,3.22,0.08,0,2.82,0,,,,7.65,0.62,3.13,3.83,99.7,4.19,0.022,0.0038,,3.27,,0.69,,,,10.3,,,,,,,
5599,5006,,0.00,2.62,0.00,0,2.22,0,,,,3.24,0.84,2.92,3,95.8,4.12,0.022,0.0033,,0.7,,,,,,14.1,,,,,,,
5600,5007,158.00,0.50,5.09,0.60,0,4.61,0,,,,17,0.1,3.5,6,110,3.9,0.05,0.01,,20,,5,,,0.8,0.5,0.015,0.01,0.1,0.064,0.01,5,
5601,5008,,0.31,4.62,0.05,0,0.09,0,0,0,,7.08,0.007,5.97,11.3,34.1,1.9,0,0.004,,1.25,0,0,0,0,0,0,0.005,0.021,0.74,0.043,0.05,5.64,0.02
5602,5009,143.00,0.50,0.43,0.60,0,0.18,,,,,3.5,0.005,7.4,26.1,50.2,2.9,0.005,0.006,,20,,5,,,0.8,0.5,0.015,0.029,0.21,0.067,0.038,10.1,0.052
5603,5010,,0.48,4.55,0.05,0,4,0,0,0,,5.89,0.006,9.84,25,48.8,1.92,0,0.004,,1.9,0,0,0,0,,0,0.04,0.3,0.8,1,0.05,7.98,
5604,5011,,0.63,3.20,0.00,0,,0,0,0,,4.9,0.012,7.9,21.5,41.6,3.7,0.018,0.006,,1.5,0,,0,0,0,0,0.006,0.019,0.65,0.14,0.045,2.6,0.02
5605,5020,,0.00,1.87,0.00,0,1.58,0,,,,8.95,0.74,3.4,3,95.8,5.35,0.02,0.003,,0.7,,0,,,,14.1,,,,,,,
5606,5021,201.00,0.50,4.40,0.60,0,3.7,,,,,17,0.2,3.4,7,120,2.8,0.05,0.01,,20,,5,,,0.8,0.5,0.015,0.01,0.1,0.086,0.02,5,
5607,5022,149.00,0.50,5.34,0.60,0,4.96,,,,,16,0.1,4,5,110,3.2,0.05,0.01,,20,,5,,,0.8,0.5,0.015,0.01,0.1,0.078,0.015,5,
5608,5030,107.00,0.31,4.89,0.05,0,2.55,0,0,0,,4.75,0.011,6.2,9.85,29.3,1.53,0,0.003,,1,0,0,0,0,,,0.0028,0.013,0.65,0.047,0.04,5,0.0089
5609,1000,1140.00,0.00,2.86,0.00,0,0,0,0,0,,0,,0,,2,0,0.02,,,1,0,0,0,,,0,0,0,0,0,0,0,0
5610,1001,950.00,0.00,0.37,0.00,0,0,0,0,0,,0.5,0.04,0,5,1,1,0.019,0.051,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,1002,1100.00,0.00,0.00,0.00,0,0,0,0,0,,0,0.18,0,0,0,2,0.004,0.0025,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5612,1003,1380.00,0.10,39.60,0.30,0,35.3,0.083,0.02,0.12,,1,0.08,3,6,30,7.25,0.09,0.03,,1,0,0,0,0,0,0,0.004,0.012,0.12,0,0,0,0
5613,1004,1060.00,0.00,0.00,0.00,0,0,0,0,0,,0,0.08,0,4.5,2,1,0.043,0.059,,1,0,0,0,0,0,0,0.007,0.004,0.013,0,0.001,0,0
5614,1005,1050.00,0.00,0.10,0.00,0,0.096,0,0,0,,0,0.02,0,3,1,0,0.014,0.017,,1.25,0,0,0,0,0,0,0.008,0.001,0.05,0,0,0,0
5615,1007,,0.05,11.30,0.00,0,11.1,0,0,0,,7.37,0.44,7,6.25,48,15,0.035,0.1,,1.2,0,0,0,0,,,,,0.045,,0.0075,,0.0033
5616,1008,1000.00,0.00,0.00,0.00,0,0,0,0,0,,0,0.025,0,4.75,1.25,1,0.022,0.0083,,1,0,0,0,0,0,0,0.0053,0.0063,0.013,0,0.001,0,0
5617,1010,117.00,0.00,6.89,0.00,0,0,0,0,0,,,0.039,0.82,,,1.99,0.013,0.019,,0.17,0,0,,,0,0,0,0,0,0,0,0,0
5618,1011,,0.00,1.00,0.00,1,0.03,0,,,,1.83,0,0.33,0,3.9,15,0.03,,,1.2,,0,,0,,0,0,0,0,0,0,0,
5619,1014,2730.00,0.00,0.00,0.00,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,0,0,0,,0,0,0,0,,0,0,0
5620,1015,887.00,0.10,27.90,0.00,0,27.9,0,0,0,,4,0.4,,12,97,4,0,,,,0,0,0,0,,0,0,0.01,0.1,,0.01,0,
5621,1016,640.00,0.00,12.40,0.00,0,12.4,0,0,0,,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,
5622,1021,1030.00,0.00,41.00,0.00,0,40.9,0,0,0,,16.6,0.62,8.44,18.5,128,0,0.12,0.097,,0.87,0,48.1,0,0.52,,5,0.015,0.015,0.11,0.15,0.03,2.96,0
5623,1023,945.00,0.00,1.00,0.00,0,0,,,,,,,,,,,0.016,0.16,,,0,,0,0,,0,0,0,0,0,0,0,0
5624,1024,,0.00,0.00,0.00,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
5625,1026,552.00,0.00,5.00,0.00,0,0,0,0,0,,5,0.1,6,6,25,2,0.02,0.009,,,0,0,0,0,0,0,0,0,0,,0,0,0
5626,1012,,0.00,22.50,2.19,0.3,22.3,1.64,0.082,0.033,,8,0.21,8,7,71,6,0.13,0.079,,,0,1,,0.02,0.1,4.9,0.029,0.017,0.12,0.061,0.045,12,0
5627,1013,,0.00,15.90,0.02,0,15.8,0.003,0.001,0.006,,46,0.08,3,4,4,47,0.04,0.034,,,0,0,,0,0,0.4,0.003,0.002,0.005,0.01,0,0,0
5628,1017,,0.00,10.30,0.05,0,9.5,0,0.013,0.027,,9.35,0.37,10.7,12.6,123,3,0.07,0.056,,0.91,0,54,0,0.14,,12.1,0.023,0.022,0.18,0.11,0.055,9.11,0
5629,1018,,0.18,7.36,0.00,0,5.55,0,0,0,,6.88,0.67,5.09,18,108,1.56,0.082,0.0027,,0.96,0,8.7,0,0.14,,18.5,0.0068,0.019,0.12,0.082,0.03,3.97,0
5630,1019,,0.25,7.97,0.00,0,5.66,0,0,0,,6.88,0.56,5.09,11,91.4,1.56,0.082,0.0027,,0.78,0,8.7,0,0.14,,18.5,0.0027,0.015,0.12,0.067,0.026,3.77,0
5631,1022,,0.60,17.80,0.60,0.5,17.8,0.00024,0.00024,0.00024,,13,0.06,3.1,13,43,16.7,0.26,0.01,,20,,52.9,,0.08,,1.2,0.021,0.01,0.16,0.053,0.02,5.08,0.077
5632,2008,,0.50,12.80,0.00,0,11.2,0,,,,12.8,0.1,8.31,10.9,132,2,0.034,0.043,,5.43,0,75,0,1,,12,0.17,0.019,2.4,0.9,0.21,30,0.38
5633,5004,152.00,0.00,5.63,0.00,0,5.4,0,0,0,,0.77,0.058,0.36,9.95,18.9,2.07,0.016,0.0019,,0.87,0,0,0,0,,0.08,0.0065,0.036,0.31,0.065,0.022,3.23,0.038
5634,5005,107.00,0.48,4.93,0.05,0,4.92,0,0,0,,3.42,0.006,3.07,9.9,7.47,1.37,0,0.001,,1,0,0,0,0,,0.0035,0.0035,0.012,0.53,0.047,0.033,5,0.033
5635,11506,904.00,6.35,69.30,0.00,2.2,6.65,0,,,,,,,,,327,,,,,,,,,,,,,,,,,
5636,11509,,0.63,94.70,0.25,0.25,9.33,0,,,,,,,,,12.6,,,,,,,,,,,,,,,,,
5637,11510,,0.50,93.00,5.00,0.5,91,4,,,,,,,,,7.5,,,,,,,,,,,,,,,,,
5638,31008,,0.56,81.70,0.00,0,79.8,0,0,0,,7.93,0.18,4.26,5.6,70.3,4.11,0.098,0.017,,0.5,0,0,0,0,0,0.8,0,0.069,0.11,0.069,0.092,2,0
5639,31016,,0.00,99.80,0.00,0,99.8,0,0,0,,3.69,0.077,1.65,0,13.5,2.17,0.02,0.0055,,0.3,0,0,0,0,0,0,0,0.019,0,0,0,0,0
5640,31017,,0.12,97.30,0.00,0,95.5,0,0,0,,83,1.91,18.5,3,227,41.5,0.045,0.051,,0.3,0,0,0,0,0,0,0,0,0.11,0.13,0.041,1,0
5641,31034,,0.04,67.10,0.06,0,62.6,0.007,0.011,0.017,,106,0.11,21,2,219,6.57,1.09,0.018,,,0,0,0,0,0,0,0.066,1.27,0.081,0.036,0.002,0,0
5642,31044,,0.10,99.00,0.33,0.37,97.2,0.053,0.01,0.01,,,,,,2,3.86,,,,,,,,,,,,,,,,,
5643,31046,,0.00,81.00,0.00,0,61,0,,,,,,,,,5,,,,,,,,,,,,,,,,,
5644,31064,,1.25,88.80,0.00,0,,0,0,0,,0,0.04,0,0,4,428,0.01,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5645,31067,,0.00,74.70,0.10,0,74.7,0.018,0.032,0.05,,205,4.72,242,31,1460,37,0.29,0.49,,,0,0,0,0,0,0,0.041,0.002,0.93,0.8,0.67,0,0
5646,31076,,0.81,98.70,0.00,0,98.7,0,0,0,,,,,,,1.8,,,,0.2,0,0,0,0,,0,0,0,,,0,0,0
5647,31077,,0.00,99.80,0.00,0,,0,0,0,,0.1,0.07,0,0.1,0.3,0.1,0.01,0.01,,5,0,,0,0,0,0,0,0,0,0,0,0,0
